age,age2,ed,exper,exper2,nearc2,nearc4,nearc4a,nearc4b,race,smsa,south,wage
24,576,12,6,36,1,1,1,-0.000177868018,0,1,0,6.383507
24,576,9,9,81,1,1,1,0.000746289375,1,1,0,5.361292
34,1156,16,12,144,1,1,1,0.00153317291,0,1,0,7.354362
28,784,16,6,36,1,1,1,-0.00273840117,0,1,0,6.651572
26,676,12,8,64,1,1,1,-0.00310470165,0,1,1,6.39693
24,576,18,0,0,1,1,1,-0.00454743827,0,1,0,6.54103
31,961,13,12,144,1,1,1,-0.00217416135,0,1,0,6.345636
28,784,14,8,64,1,1,1,0.000291231003,0,1,0,6.070738
28,784,15,7,49,1,1,1,0.00163569463,0,1,0,6.287858
25,625,12,7,49,1,1,1,0.000116228462,0,1,0,6.440947
31,961,8,17,289,1,1,1,-0.00431350105,0,1,0,6.175867
26,676,12,8,64,1,1,1,-0.00201993841,0,1,0,6.300786
25,625,12,7,49,1,1,1,0.00235699901,0,1,0,6.356108
25,625,16,3,9,1,1,1,0.000388745225,0,1,0,6.55108
28,784,16,6,36,1,1,1,0.00035216453,0,1,0,6.669498
27,729,17,4,16,1,1,1,-0.00519297868,0,1,0,6.919684
24,576,12,6,36,1,1,1,1.26812276e-05,0,1,0,6.630683
29,841,14,9,81,1,1,1,0.00339210501,0,1,0,6.398595
24,576,12,6,36,1,1,1,-7.66348076e-05,0,1,0,5.645447
24,576,12,6,36,1,1,1,0.00372443957,0,1,0,5.521461
26,676,12,8,64,1,1,1,0.00239614939,0,1,0,6.214608
31,961,11,14,196,1,1,1,-0.00282585464,0,1,0,6.309918
25,625,12,7,49,1,1,1,0.00173787852,0,1,0,7.041412
31,961,18,7,49,1,1,1,0.00293244437,0,1,1,6.697034
28,784,12,10,100,1,1,1,-0.00215776826,1,1,0,5.746203
25,625,18,1,1,1,1,1,-0.00086445731,0,1,0,6.594413
25,625,16,3,9,1,1,1,0.00175118295,0,1,0,6.437752
24,576,14,4,16,1,1,1,-0.000114774595,0,1,0,6.376727
26,676,14,6,36,1,1,1,-0.000295989148,0,1,0,5.926926
29,841,16,7,49,1,1,1,-0.004877445,0,1,1,6.705639
30,900,14,10,100,1,1,1,-0.000942780495,0,1,0,6.76273
28,784,15,7,49,1,1,1,-0.00357175641,0,1,1,5.857933
24,576,13,5,25,1,1,1,0.00246820766,0,1,1,5.308268
32,1024,13,13,169,1,1,1,0.000827941385,0,1,1,6.224558
30,900,17,7,49,1,1,1,0.0004257403,0,1,0,6.704414
26,676,18,2,4,1,1,1,0.000718803262,0,1,0,6.437752
32,1024,18,8,64,1,1,1,-0.000818679936,0,1,0,6.645091
27,729,17,4,16,1,1,1,0.000527039694,0,1,0,6.214608
27,729,17,4,16,1,1,1,0.00384047886,0,1,0,6.428105
30,900,12,12,144,1,1,1,-0.000674526633,0,1,0,6.476973
28,784,18,4,16,0,1,1,4.8916765e-05,0,1,0,6.645091
26,676,12,8,64,0,1,1,0.000539798691,0,1,0,6.238325
31,961,18,7,49,0,1,1,-0.00226212605,0,1,0,6.437752
31,961,14,11,121,0,1,1,0.000183751084,0,1,0,7.013016
28,784,13,9,81,0,1,1,0.000764358762,0,1,0,6.580639
32,1024,14,12,144,0,1,1,0.00173584704,0,1,0,7.05099
34,1156,18,10,100,0,1,1,0.00244244849,0,0,0,6.717805
34,1156,16,12,144,0,1,1,0.00108216067,0,1,0,6.827629
28,784,17,5,25,0,1,1,0.00184698208,0,1,0,6.981006
33,1089,12,15,225,0,1,1,0.00154090267,0,1,0,6.437752
27,729,13,8,64,0,1,1,-0.00321326447,0,1,0,6.131227
24,576,14,4,16,0,1,1,0.00108785642,1,1,0,6.802395
29,841,18,5,25,0,1,1,0.00245227562,0,1,0,6.52503
24,576,12,6,36,0,1,1,-0.000815969795,0,1,0,6.018593
27,729,13,8,64,0,1,1,-0.00325038275,0,1,0,6.437752
32,1024,18,8,64,0,1,1,0.00299414683,0,1,0,6.912743
24,576,11,7,49,0,1,1,-0.00440769578,0,1,0,6.586172
27,729,15,6,36,0,1,1,0.00389760675,0,1,0,6.620073
29,841,14,9,81,0,1,1,-0.0015829065,0,1,0,6.270988
29,841,17,6,36,0,1,1,0.00180334953,0,1,0,6.879356
26,676,12,8,64,0,1,1,0.00356615111,0,0,0,6.156979
24,576,12,6,36,0,1,1,0.00157656385,0,1,0,5.783825
34,1156,12,16,256,0,1,1,-0.00331757438,0,1,0,6.774224
34,1156,13,15,225,0,1,1,0.00254140823,0,1,0,6.437752
26,676,12,8,64,0,1,1,0.00126738771,0,1,0,5.820083
27,729,16,5,25,0,1,1,0.00366867923,0,1,0,6.175867
29,841,9,14,196,0,1,1,0.00183689086,0,1,0,6.476973
25,625,16,3,9,0,1,1,-0.0015980043,0,1,0,5.948035
30,900,18,6,36,0,1,1,-0.000427515246,0,1,0,6.869014
29,841,16,7,49,0,1,1,0.00201863911,0,0,0,6.421622
28,784,14,8,64,0,1,1,-0.00110916993,0,1,0,6.553934
31,961,14,11,121,0,1,1,0.00426239724,0,1,0,6.453625
28,784,12,10,100,0,1,1,0.00274604576,0,1,0,5.298317
27,729,12,9,81,0,1,1,-0.00262903247,0,1,0,6.705639
26,676,14,6,36,0,1,1,-0.00116074654,0,1,0,6.357842
26,676,17,3,9,0,1,1,8.34930722e-05,0,1,0,6.144186
29,841,16,7,49,0,1,1,0.00237317104,0,1,0,6.828712
31,961,16,9,81,0,1,1,-0.000870497993,0,1,1,6.675823
28,784,14,8,64,0,1,1,-0.00370613538,0,1,0,6.453625
25,625,12,7,49,0,1,1,-0.000975980478,0,1,0,6.345636
29,841,16,7,49,0,1,1,0.00348242669,0,1,0,6.558198
28,784,14,8,64,0,1,1,0.00237464192,0,1,0,6.453625
30,900,12,12,144,0,1,1,0.0016823422,0,1,0,6.542472
34,1156,13,15,225,0,1,1,0.00126312225,0,1,0,6.421622
26,676,16,4,16,0,1,1,-0.00184996051,0,1,0,6.135565
34,1156,12,16,256,0,1,1,0.00185172487,0,1,0,6.76273
33,1089,18,9,81,0,1,1,0.000515828652,0,1,1,6.602588
25,625,12,7,49,0,1,1,0.00169858129,0,1,0,7.244227
31,961,12,13,169,0,1,1,-0.0053927073,0,1,0,6.694562
26,676,16,4,16,0,1,1,0.00160550768,0,1,0,6.483108
25,625,12,7,49,0,1,1,-0.00324740532,0,1,0,5.703783
30,900,16,8,64,0,1,1,0.00247882538,0,1,0,6.357842
24,576,16,2,4,0,1,1,-0.00241235274,0,1,0,5.57973
31,961,18,7,49,0,1,1,0.000131685277,0,0,0,6.386879
26,676,17,3,9,0,1,1,-0.00147632522,0,1,0,5.783825
24,576,16,2,4,0,1,1,-0.00149760031,0,0,0,5.953243
25,625,18,1,1,0,1,1,0.000484227923,0,1,0,6.907755
28,784,18,4,16,0,1,1,-0.000910912595,0,1,0,6.142037
28,784,16,6,36,0,1,1,-0.00143315105,0,1,0,6.086775
27,729,16,5,25,0,1,1,0.00121517587,0,1,0,6.437752
27,729,17,4,16,0,1,1,0.00043379565,0,1,0,5.652489
27,729,14,7,49,0,1,1,-0.000669401352,0,1,0,6.476973
25,625,13,6,36,0,1,1,-0.000747499976,0,1,0,6.694562
24,576,12,6,36,0,1,1,-0.000205829139,0,1,0,6.214608
26,676,16,4,16,0,1,1,0.00345857466,0,1,0,6.72263
31,961,12,13,169,0,1,1,-0.00109182195,0,1,0,6.214608
32,1024,17,9,81,0,1,1,0.00269063194,0,1,0,6.54103
27,729,12,9,81,0,1,1,-7.01270273e-05,0,1,0,7.003066
25,625,12,7,49,0,1,1,-0.00516145439,0,1,0,6.637258
27,729,12,9,81,1,1,1,-0.00106113685,0,1,0,6.678342
25,625,16,3,9,1,1,1,0.00121546875,0,1,0,5.808143
30,900,18,6,36,1,1,1,-0.00522170358,0,1,0,6.013715
27,729,16,5,25,1,1,1,0.000696395495,0,1,0,6.76273
31,961,12,13,169,1,1,1,-0.00278681971,0,1,0,6.788972
34,1156,12,16,256,1,1,1,0.00244374247,0,1,0,6.511745
33,1089,12,15,225,1,1,1,0.000514159881,0,0,0,6.55108
33,1089,18,9,81,1,1,1,0.00458920147,0,1,1,5.521461
27,729,11,10,100,1,1,1,1.9797986e-05,0,1,0,6.437752
31,961,13,12,144,1,1,1,-0.00102784094,0,1,0,6.033086
28,784,13,9,81,1,1,1,0.000188205113,0,1,0,6.356108
26,676,12,8,64,1,1,1,-0.000258743575,1,1,0,6.418365
31,961,12,13,169,1,1,1,0.00111582119,0,1,0,6.55108
24,576,12,6,36,1,1,1,-0.00131627587,0,1,0,6.109248
28,784,16,6,36,1,1,1,-0.00175657987,0,1,0,6.214608
25,625,12,7,49,1,1,1,-0.00233971545,0,0,0,6.242223
25,625,16,3,9,1,1,1,0.000519802803,0,1,0,5.521461
24,576,12,6,36,1,1,1,-0.00290380131,0,0,0,5.752573
29,841,12,11,121,1,1,1,-0.00223406381,0,1,0,5.926926
34,1156,15,13,169,1,1,1,-0.000137364416,0,0,0,6.124683
27,729,12,9,81,1,1,1,0.000180383079,1,1,0,5.616771
28,784,12,10,100,1,1,1,0.00255990638,0,1,0,6.857514
32,1024,16,10,100,1,1,1,0.00301213405,0,1,0,7.01661
25,625,16,3,9,1,1,1,-0.00339503152,0,0,0,5.666427
25,625,16,3,9,1,1,1,0.00382944611,0,1,0,6.214608
32,1024,18,8,64,1,1,1,0.00161336804,0,1,0,6.58755
29,841,18,5,25,1,1,1,0.0047144549,0,1,0,7.142828
26,676,17,3,9,1,1,1,0.00402365454,1,1,0,6.418365
28,784,12,10,100,0,1,1,0.00158012776,0,1,0,6.300786
28,784,13,9,81,0,1,1,0.00158774777,0,1,0,5.627621
34,1156,18,10,100,0,1,1,0.00197370332,0,1,0,7.273787
27,729,16,5,25,0,1,1,0.00119826969,0,1,0,6.902743
29,841,12,11,121,0,1,1,-0.000460343325,0,1,0,6.55108
28,784,16,6,36,0,1,1,0.00126952805,0,1,0,6.357842
31,961,16,9,81,0,1,1,0.00187056677,0,1,0,6.754604
28,784,12,10,100,0,1,1,-0.00208579151,0,1,0,6.530878
31,961,15,10,100,0,1,1,-0.00217517353,0,1,0,6.723833
33,1089,13,14,196,1,1,0,1.00261152,0,1,0,6.45047
32,1024,12,14,196,1,1,0,0.998216876,0,1,0,6.535241
30,900,14,10,100,1,1,0,1.00370857,0,1,0,6.645091
27,729,15,6,36,1,1,0,1.00299434,0,1,0,5.953243
24,576,12,6,36,1,1,0,0.99742062,0,1,0,6.109248
27,729,12,9,81,1,1,0,0.995713467,0,1,0,6.421622
34,1156,12,16,256,1,1,0,1.00185972,0,1,0,6.52503
32,1024,10,16,256,1,1,0,0.997603031,0,1,0,6.507277
33,1089,11,16,256,1,1,0,0.999079975,0,1,0,6.684612
34,1156,14,14,196,1,1,1,0.000113545996,0,1,0,6.224558
30,900,18,6,36,1,1,1,-0.00227290879,0,1,0,6.933423
25,625,15,4,16,1,1,1,-0.000267159879,0,1,0,6.645091
32,1024,10,16,256,1,1,1,-0.00206781846,0,1,1,5.669881
28,784,13,9,81,1,1,1,-0.000463922626,0,1,0,6.270988
29,841,16,7,49,1,1,1,-0.00104092255,0,1,0,7.05099
29,841,10,13,169,1,1,1,-0.00115679684,0,1,0,6.308098
26,676,12,8,64,1,1,1,-0.00127946282,0,1,0,6.163315
26,676,12,8,64,1,1,1,0.00602994535,0,1,0,6.109248
27,729,17,4,16,1,1,1,0.000715761406,0,1,0,6.774224
25,625,15,4,16,1,1,1,-0.0023328826,0,1,0,5.298317
26,676,13,7,49,1,1,1,0.000756855627,0,0,0,5.703783
25,625,16,3,9,1,1,1,0.00465150473,0,0,0,6.135565
30,900,12,12,144,1,1,1,0.000197741883,0,1,0,5.953243
32,1024,15,11,121,1,1,1,-0.000310243915,0,1,0,7.156177
25,625,16,3,9,1,1,1,0.000374148921,0,1,0,6.376727
27,729,12,9,81,1,1,1,3.68646937e-05,0,1,0,6.39693
30,900,16,8,64,1,1,1,0.00310489306,0,1,0,6.214608
33,1089,12,15,225,1,1,1,0.000412445318,1,1,0,6.086775
26,676,18,2,4,0,1,0,1.00305015,0,1,1,6.146329
29,841,17,6,36,0,1,0,1.00014106,0,1,0,6.834109
27,729,16,5,25,0,1,0,1.00106643,0,1,0,6.320768
24,576,13,5,25,0,1,0,1.00061765,0,1,0,6.082219
29,841,12,11,121,0,1,0,1.00048689,1,1,0,6.39693
26,676,12,8,64,0,1,0,0.999215486,1,1,0,6.35437
26,676,12,8,64,0,1,0,1.00319583,1,1,0,5.963579
34,1156,12,16,256,0,1,0,0.994053776,0,0,0,6.678342
27,729,18,3,9,0,1,0,0.997164527,0,1,0,6.154858
26,676,17,3,9,0,1,0,0.999080016,0,1,0,5.308268
24,576,17,1,1,0,1,0,1.00191256,0,1,0,5.298317
24,576,17,1,1,0,1,0,0.998916165,0,1,0,5.857933
24,576,14,4,16,0,1,0,0.99915315,0,0,0,5.926926
25,625,16,3,9,0,1,0,1.00169443,0,1,0,6.175867
31,961,18,7,49,0,1,0,1.00133148,0,1,0,6.869014
27,729,15,6,36,0,1,0,1.00016756,0,1,0,6.047372
27,729,15,6,36,0,1,0,1.00049274,0,1,0,6.214608
30,900,9,15,225,0,1,0,1.00140723,0,1,0,6.109248
28,784,8,14,196,0,1,0,1.00157088,0,1,0,6.165418
24,576,12,6,36,0,1,0,1.00222708,0,1,0,4.912655
32,1024,12,14,196,0,1,0,1.00117293,0,1,0,6.35437
33,1089,12,15,225,0,1,0,1.0031531,0,1,0,6.357842
31,961,12,13,169,0,1,0,0.998729317,0,1,0,5.736572
30,900,9,15,225,0,1,0,1.00104491,0,1,0,6.55108
32,1024,14,12,144,0,1,0,0.99918456,0,1,0,7.186901
34,1156,10,18,324,0,1,0,1.00025991,0,1,0,6.311735
30,900,17,7,49,0,1,0,1.00143066,0,1,0,6.781058
25,625,12,7,49,0,1,0,1.00013543,0,1,0,6.633318
32,1024,12,14,196,0,1,0,0.996761536,0,1,0,6.562444
26,676,12,8,64,0,1,0,1.00229331,0,1,0,6.052089
26,676,12,8,64,0,1,0,0.998397548,0,1,0,6.056784
24,576,16,2,4,0,1,0,0.999785654,0,1,0,6.356108
32,1024,9,17,289,0,1,0,1.00038186,0,1,0,5.991465
31,961,12,13,169,0,1,0,0.996829805,0,0,0,6.214608
28,784,12,10,100,0,1,0,0.998226116,0,0,0,6.274762
28,784,16,6,36,0,1,0,0.99951188,0,1,0,6.511745
27,729,16,5,25,0,1,0,0.998828532,0,1,1,6.357842
24,576,16,2,4,0,1,0,1.00573867,0,1,0,5.783825
29,841,11,12,144,0,1,0,1.00048274,0,0,0,6.214608
25,625,12,7,49,0,1,0,1.00645008,0,0,0,6.64639
26,676,12,8,64,0,1,0,1.00327877,0,1,0,6.214608
28,784,16,6,36,0,1,0,0.999879286,0,1,0,5.968708
34,1156,12,16,256,0,1,0,0.998797005,0,1,0,6.697034
34,1156,9,19,361,1,1,1,-0.00150204,1,0,0,6.297109
34,1156,9,19,361,1,1,1,0.00135888078,1,0,0,6.385194
25,625,17,2,4,1,1,1,0.00188784072,0,1,0,6.761573
28,784,10,12,144,1,1,1,0.00159965808,1,0,0,6.55108
25,625,12,7,49,1,1,1,0.00119051735,0,0,0,6.234411
34,1156,13,15,225,1,1,1,-0.00182633312,0,1,0,6.421622
29,841,14,9,81,1,1,1,-0.00141249338,0,1,0,6.634634
31,961,10,15,225,1,1,0,0.994309644,0,1,0,6.200509
24,576,16,2,4,1,1,0,0.99907142,0,1,0,6.098074
25,625,12,7,49,1,1,0,0.998381427,0,1,0,6.052089
24,576,16,2,4,1,1,0,0.999480367,0,1,0,6.620073
24,576,16,2,4,1,1,0,0.998369127,0,1,0,6.55108
24,576,12,6,36,1,1,0,0.999467413,0,1,0,6.082219
29,841,12,11,121,1,1,0,0.994803401,0,1,0,6.410175
24,576,13,5,25,1,1,0,1.00047333,0,1,0,6.109248
26,676,3,17,289,1,1,1,-0.0020143292,0,1,0,5.746203
33,1089,7,20,400,1,1,1,0.000533228097,1,1,0,5.521461
33,1089,14,13,169,1,1,1,-0.000675616596,0,1,0,6.214608
26,676,12,8,64,0,0,0,0.000874719664,0,1,0,5.899898
26,676,12,8,64,0,0,0,-0.000177632191,0,1,0,6.700731
25,625,12,7,49,0,0,0,-0.00223231889,0,0,0,5.786897
29,841,12,11,121,0,0,0,-0.00496591287,0,0,0,6.261492
28,784,13,9,81,0,0,0,-0.00392648029,0,1,0,6.703188
28,784,12,10,100,0,0,0,-0.0047525546,0,1,0,6.620073
24,576,17,1,1,0,0,0,-0.00250216113,0,1,0,6.263398
32,1024,12,14,196,0,0,0,0.00482035427,0,1,0,7.025538
28,784,12,10,100,0,0,0,0.00487853738,0,1,0,6.437752
25,625,14,5,25,0,0,0,0.00181981964,0,1,0,6.572282
31,961,12,13,169,0,0,0,0.00263036107,0,0,0,6.381816
27,729,17,4,16,0,0,0,-0.00189660428,0,1,0,6.001415
28,784,12,10,100,0,1,0,0.998914668,0,1,0,6.514713
25,625,12,7,49,0,1,0,1.00097619,0,1,0,6.095825
24,576,12,6,36,0,1,0,1.00050989,0,1,0,6.190315
34,1156,9,19,361,0,1,0,0.996891708,0,1,0,6.543912
25,625,12,7,49,0,1,0,0.995560597,0,1,1,6.55108
24,576,12,6,36,0,1,0,0.997676307,0,1,1,5.783825
25,625,9,10,100,0,1,0,1.00044769,0,1,0,6.320768
26,676,12,8,64,1,1,1,0.000542120196,0,1,0,5.783825
26,676,13,7,49,1,1,1,-0.000517550423,0,1,0,6.504288
31,961,18,7,49,1,1,1,0.0028308741,0,1,0,7.784889
25,625,16,3,9,1,1,1,-0.000514167834,0,1,0,6.630683
34,1156,16,12,144,1,1,1,0.00154345407,0,1,0,6.893656
25,625,12,7,49,1,1,1,0.00140523581,0,1,0,6.357842
29,841,17,6,36,1,1,1,0.00484828407,0,0,0,5.655992
28,784,14,8,64,1,1,1,0.00129392413,0,1,1,5.442418
25,625,12,7,49,1,1,1,-0.00548062126,0,1,0,6.240276
28,784,15,7,49,1,1,1,-0.000831632838,0,1,0,6.421622
25,625,15,4,16,1,1,1,-0.0034671161,0,1,0,6.55108
33,1089,18,9,81,1,1,1,0.00136950425,0,1,0,6.570883
30,900,9,15,225,1,1,1,-0.00319477752,0,1,0,6.552508
24,576,12,6,36,1,1,1,-0.00273803433,1,1,0,6.135565
28,784,18,4,16,1,1,0,0.996385025,0,1,0,6.766191
29,841,16,7,49,1,1,0,1.00151286,0,0,0,6.821107
27,729,12,9,81,1,1,0,0.996759084,0,1,0,6.97073
29,841,12,11,121,0,1,1,-0.00395830925,0,1,1,5.991465
27,729,12,9,81,0,1,1,0.000423838579,0,1,0,6.461468
24,576,13,5,25,0,1,1,-0.00344247237,0,1,0,5.652489
27,729,17,4,16,0,1,1,-0.00103783902,0,1,1,6.463029
32,1024,13,13,169,1,1,1,6.96935718e-05,0,1,0,5.963579
25,625,12,7,49,1,1,1,-0.00244456667,0,1,0,6.917706
24,576,12,6,36,1,1,1,0.000567486895,0,0,0,6.705639
27,729,17,4,16,1,1,1,-0.00153099944,0,1,0,6.882438
29,841,12,11,121,1,1,1,-0.00123538182,1,1,0,6.620073
24,576,15,3,9,1,1,1,0.00062879353,0,0,0,6.137727
28,784,12,10,100,1,1,1,0.000969842171,0,1,0,7.234899
25,625,12,7,49,1,1,1,0.000309941911,0,1,0,6.357842
27,729,12,9,81,1,1,1,0.000220184869,0,1,0,5.993961
26,676,10,10,100,1,1,1,0.00241685569,0,1,0,5.768321
27,729,12,9,81,1,1,1,-0.00395741531,0,1,0,6.242223
25,625,11,8,64,1,1,1,0.00323303162,0,1,0,5.337538
27,729,17,4,16,1,1,1,0.00225338554,0,1,0,7.083388
26,676,14,6,36,1,1,1,-0.00329402993,0,1,0,6.437752
34,1156,17,11,121,1,1,1,-0.00106457961,0,1,0,6.175867
27,729,13,8,64,1,1,1,0.000801652165,0,1,0,6.570883
27,729,11,10,100,1,1,1,0.000583056264,0,1,0,6.437752
30,900,12,12,144,1,1,1,-0.00220571289,0,1,0,6.315358
34,1156,12,16,256,1,1,1,-0.000740115845,0,1,0,6.361302
28,784,18,4,16,1,1,1,-0.000595076119,0,1,0,6.734591
33,1089,18,9,81,1,1,1,-0.000860181743,0,1,0,7.561642
26,676,16,4,16,1,1,1,0.000427549872,0,1,0,6.692084
29,841,12,11,121,1,1,1,-0.000173760636,1,1,0,5.840641
32,1024,12,14,196,1,1,1,-0.00109997051,0,1,0,6.869014
32,1024,12,14,196,1,1,1,0.00387115484,0,0,0,6.39693
34,1156,18,10,100,1,1,1,-0.00189872761,0,1,0,6.729824
24,576,16,2,4,1,1,1,0.00194422461,0,1,0,6.437752
28,784,16,6,36,1,1,1,0.00371242538,0,1,0,6.33328
28,784,16,6,36,1,1,1,0.000123906593,0,1,0,7.251345
25,625,12,7,49,1,1,1,0.00178488541,0,1,0,6.173786
24,576,12,6,36,1,1,1,-0.00173218693,0,1,0,6.39693
28,784,9,13,169,1,1,1,0.00379006892,0,1,0,5.703783
25,625,9,10,100,1,1,1,-0.0024377863,0,1,0,6.224558
25,625,14,5,25,1,1,1,0.00323957102,1,1,0,6.033086
24,576,12,6,36,1,1,1,-0.0027440306,1,1,0,5.703783
27,729,18,3,9,1,1,1,-0.00168768758,0,1,0,6.76273
25,625,16,3,9,1,1,1,-0.00256470494,0,1,0,5.703783
32,1024,12,14,196,1,1,1,0.00114367815,0,1,0,6.580639
34,1156,12,16,256,1,1,1,-0.000103191983,0,1,0,6.75227
30,900,10,14,196,1,1,1,-0.000502762104,0,1,0,6.603944
31,961,17,8,64,1,1,1,0.00108524197,1,1,0,6.964136
32,1024,12,14,196,1,1,1,0.000597930029,1,1,0,6.270988
34,1156,11,17,289,1,1,1,0.000173177283,0,1,0,6.349139
32,1024,12,14,196,1,1,1,0.00457898466,0,0,0,6.690842
30,900,10,14,196,1,1,1,-0.00511574473,0,1,0,5.991465
29,841,18,5,25,1,1,1,0.00311463421,0,1,0,6.869014
27,729,18,3,9,1,1,1,-0.0024245509,0,1,0,6.705639
28,784,13,9,81,1,1,1,0.00148400843,0,1,0,6.60665
30,900,18,6,36,1,1,1,-0.00116685943,0,1,0,6.580639
24,576,18,0,0,1,1,1,0.00219095554,0,1,0,6.816736
27,729,17,4,16,1,1,1,-0.000648714131,0,1,0,5.937536
26,676,14,6,36,1,1,1,0.00519784229,0,1,0,5.857933
33,1089,11,16,256,1,1,1,-0.00171530106,0,1,0,6.542472
32,1024,12,14,196,1,1,1,-0.00270983809,0,1,1,6.921658
34,1156,18,10,100,1,1,1,-0.000745833207,0,1,0,7.035269
30,900,18,6,36,1,1,1,-4.47367322e-05,0,1,0,7.443664
26,676,12,8,64,1,1,1,0.00391011572,0,1,0,6.270988
32,1024,17,9,81,1,1,1,0.00253896627,1,1,0,6.511745
28,784,17,5,25,1,1,1,-0.000488630633,0,1,0,6.917706
28,784,18,4,16,1,1,1,-0.000850398828,0,1,0,6.74052
27,729,11,10,100,1,1,1,0.000902990907,0,1,0,6.565265
26,676,16,4,16,1,1,1,-0.000138662183,0,0,0,6.709304
24,576,12,6,36,1,1,1,-0.000688989214,0,1,0,6.102559
25,625,15,4,16,1,1,1,-0.00336017016,0,1,0,6.214608
31,961,16,9,81,1,1,1,0.00284921433,0,1,0,6.955593
29,841,18,5,25,1,1,1,-0.00262052503,0,1,0,7.091742
33,1089,12,15,225,1,1,1,0.00176715838,0,1,0,6.536692
28,784,16,6,36,1,1,1,-0.000385789287,0,1,0,6.473891
